"STATION","NAME","DATE","DAPR","DASF","MDPR","MDSF","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WT01","WT03","WT04","WT05","WT08","WT11","WT14","WT16"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-04-10",,,,,"0.17","0.0","0.0","54","35","39",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-04-11",,,,,"0.00","0.0","0.0",,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-04-12",,,,,"0.00","0.0","0.0",,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-04-13",,,,,"0.00","0.0","0.0","72","30","44",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-04-14",,,,,"0.00","0.0","0.0","82","44","46",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-04-15",,,,,"0.00","0.0","0.0","85","35","46",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-04-16",,,,,"0.00","0.0","0.0","75","32","45",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-04-17",,,,,"0.00","0.0","0.0","60","28","44",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-04-18",,,,,"0.00","0.0","0.0","65","30","41",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-04-19",,,,,"0.00","0.0","0.0","71","30","45",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-04-20",,,,,"0.00","0.0","0.0","77","32","43",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-04-21",,,,,"0.00","0.0","0.0","75","35","46",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-04-22",,,,,"0.00","0.0","0.0","74","35","48",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-04-23",,,,,"0.04","0.0","0.0","53","35","40",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-04-24",,,,,"0.00","0.0","0.0","57","29","39",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-04-25",,,,,"0.00","0.0","0.0","62","30","40",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-04-26",,,,,"0.00","0.0","0.0","71","34","50",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-04-27",,,,,"0.00","0.0","0.0","68","35","50",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-04-28",,,,,"0.00","0.0","0.0","84","40","55",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-04-29",,,,,"0.00","0.0","0.0","87","38","52",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-04-30",,,,,"0.00","0.0","0.0","63","31","42",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-01",,,,,"0.24","0.0","0.0","52","37","38",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-02",,,,,"0.10","0.0","0.0","44","33","41",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-03",,,,,"0.12","0.0","0.0","52","38","49",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-04",,,,,"0.00","0.0","0.0","62","34","44",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-05",,,,,"0.00","0.0","0.0","65","38","46",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-06",,,,,"0.05","0.0","0.0","48","31","42",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-07",,,,,"0.00","0.0","0.0","65","35","49",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-08",,,,,"0.00","0.0","0.0","65","35","48",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-09",,,,,"0.00","0.0","0.0","78","39","53",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-10",,,,,"0.00","0.0","0.0","83","44","58",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-11",,,,,"0.00","0.0","0.0","77","38","53",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-12",,,,,"0.00","0.0","0.0","85","40","56",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-13",,,,,"0.00","0.0","0.0","80","46","58",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-14",,,,,"0.00","0.0","0.0","75","38","51",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-15",,,,,"0.00","0.0","0.0","77","40","52",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-16",,,,,"0.00","0.0","0.0","85","38","54",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-17",,,,,"0.05","0.0","0.0","72","42","52",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-18",,,,,"0.00","0.0","0.0","77","43","56",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-19",,,,,"0.00","0.0","0.0","80","45","59",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-20",,,,,"0.02","0.0","0.0","82","51","53",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-21",,,,,"0.00","0.0","0.0","71","43","58",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-22",,,,,"0.00","0.0","0.0","75","36","55",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-23",,,,,"0.00","0.0","0.0","79","40","57",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-24",,,,,"0.00","0.0","0.0","89","43","58",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-25",,,,,"0.00","0.0","0.0","87","44","61",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-26",,,,,"0.00","0.0","0.0","85","50","57",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-27",,,,,"0.03","0.0","0.0","73","46","56",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-28",,,,,"0.01","0.0","0.0","60","52","56",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-29",,,,,"0.00","0.0","0.0","72","42","54",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-30",,,,,"0.00","0.0","0.0","85","47","62",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-05-31",,,,,"0.00","0.0","0.0","90","52","65",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-06-01",,,,,"0.00","0.0","0.0","90","44","60",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-06-02",,,,,"0.00","0.0","0.0","81","44","55",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-06-03",,,,,"0.00","0.0","0.0","82","44","58",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-06-04",,,,,"0.05","0.0","0.0","77","51","60",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-06-05",,,,,"0.12","0.0","0.0","70","58","62",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-06-06",,,,,"0.17","0.0","0.0","72","59","60",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-06-07",,,,,"0.10","0.0","0.0","65","49","57",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-06-08",,,,,"0.10","0.0","0.0","68","46","50",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-06-09",,,,,"0.03","0.0","0.0","63","41","54",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-06-10",,,,,"0.00","0.0","0.0","67","46","60",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-06-11",,,,,"0.00","0.0","0.0","78","45","60",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-06-12",,,,,"0.00","0.0","0.0","86","48","60",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-06-13",,,,,"0.00","0.0","0.0","86","53","68",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-06-14",,,,,"0.00","0.0","0.0","87","50","65",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-06-15",,,,,"0.00","0.0","0.0","86","57","65",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-06-16",,,,,"0.00","0.0","0.0","74","45","57",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-06-17",,,,,"0.03","0.0","0.0","72","52","58",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-06-18",,,,,"0.00","0.0","0.0","75","50","62",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-06-19",,,,,"0.00","0.0","0.0","69","40","58",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-06-20",,,,,"0.00","0.0","0.0","81","48","59",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-06-21",,,,,"0.00","0.0","0.0","84","45","62",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-06-22",,,,,"0.00","0.0","0.0","88","44","66",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-06-23",,,,,"0.00","0.0","0.0","98","50","67",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-06-24",,,,,"0.00","0.0","0.0","101","46","63",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-06-25",,,,,"0.00","0.0","0.0","100","45","62",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-06-26",,,,,"0.00","0.0","0.0","101","48","66",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-06-27",,,,,"0.00","0.0","0.0","82","40","57",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-06-28",,,,,"0.00","0.0","0.0","81","41","58",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-06-29",,,,,"0.00","0.0","0.0","91","51","64",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-06-30",,,,,"0.00","0.0","0.0","90","45","60",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-01",,,,,"0.00","0.0","0.0","94","51","67",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-02",,,,,"0.00","0.0","0.0","90","44","58",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-03",,,,,"0.00","0.0","0.0","88","48","63",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-04",,,,,"0.00","0.0","0.0","92","53","63",,"    1",,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-05",,,,,"0.02","0.0","0.0","83","47","62",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-06",,,,,"0.00","0.0","0.0","90","49","67",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-07",,,,,"0.00","0.0","0.0","98","53","67",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-08",,,,,"0.00","0.0","0.0","96","52","61",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-09",,,,,"0.00","0.0","0.0","80","42","57",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-10",,,,,"0.00","0.0","0.0","89","48","65",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-11",,,,,"0.00","0.0","0.0","100","53","69",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-12",,,,,"0.00","0.0","0.0","106","65","74",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-13",,,,,"0.00","0.0","0.0","105","65","75",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-14",,,,,"0.00","0.0","0.0","85","57","68",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-15",,,,,"0.00","0.0","0.0","75","62","68",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-16",,,,,"0.00","0.0","0.0","82","60","64",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-17",,,,,"0.00","0.0","0.0","95","48","69",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-18",,,,,"0.00","0.0","0.0","96","50","66",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-19",,,,,"0.00","0.0","0.0","91","51","63",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-20",,,,,"0.00","0.0","0.0","96","52","65",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-21",,,,,"0.00","0.0","0.0","93","52","66",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-22",,,,,"0.00","0.0","0.0","90","48","63",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-23",,,,,"0.00","0.0","0.0","94","51","65",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-24",,,,,"0.00","0.0","0.0","102","55","71",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-25",,,,,"0.00","0.0","0.0","107","56","71",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-26",,,,,"0.00","0.0","0.0","110","56","74",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-27",,,,,"0.00","0.0","0.0","109","57","70",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-28",,,,,"0.00","0.0","0.0","106","62","69",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-29",,,,,"0.32","0.0","0.0","79","64","69",,"    1",,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-30",,,,,"0.00","0.0","0.0","88","56","66",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-07-31",,,,,"0.00","0.0","0.0","88","45","56",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-01",,,,,"0.00","0.0","0.0","75","54","64",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-02",,,,,"0.00","0.0","0.0","81","47","59",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-03",,,,,"0.00","0.0","0.0","90","47","64",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-04",,,,,"0.00","0.0","0.0","88","50","64",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-05",,,,,"0.00","0.0","0.0","90","47","60",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-06",,,,,"0.00","0.0","0.0","98","50","63",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-07",,,,,"0.00","0.0","0.0","99","51","64",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-08",,,,,"0.00","0.0","0.0","98","50","64",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-09",,,,,"0.00","0.0","0.0","100","50","64",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-10",,,,,"0.00","0.0","0.0","100","55","69",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-11",,,,,"0.00","0.0","0.0","103","53","67",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-12",,,,,"0.00","0.0","0.0","93","49","63",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-13",,,,,"0.00","0.0","0.0","92","51","64",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-14",,,,,"0.00","0.0","0.0","94","48","62",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-15",,,,,"0.00","0.0","0.0","98","50","61",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-16",,,,,"0.00","0.0","0.0","97","50","63",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-17",,,,,"0.00","0.0","0.0","98","53","65",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-18",,,,,"0.00","0.0","0.0","95","51","63",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-19",,,,,"0.00","0.0","0.0","87","46","60",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-20",,,,,"0.00","0.0","0.0","91","54","67",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-21",,,,,"0.00","0.0","0.0","98","53","68",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-22",,,,,"0.00","0.0","0.0","105","53","68",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-23",,,,,"0.00","0.0","0.0","107","53","67",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-24",,,,,"0.00","0.0","0.0","105","53","65",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-25",,,,,"0.00","0.0","0.0","104","48","61",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-26",,,,,"0.00","0.0","0.0","99","53","65",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-27",,,,,"0.00","0.0","0.0","86","45","55",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-28",,,,,"0.00","0.0","0.0","93","48","63",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-29",,,,,"0.00","0.0","0.0","89","43","56",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-30",,,,,"0.00","0.0","0.0","89","46","59",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-08-31",,,,,"0.00","0.0","0.0","75","39","50",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-09-01",,,,,"0.10","0.0","0.0","74","47","50",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-09-02",,,,,"0.01","0.0","0.0","70","48","53",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-09-03",,,,,"0.00","0.0","0.0","80","40","50",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-09-04",,,,,"0.00","0.0","0.0","88","43","50",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-09-05",,,,,"0.00","0.0","0.0","91","42","54",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-09-06",,,,,"0.00","0.0","0.0","85","42","55",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-09-07",,,,,"0.00","0.0","0.0","90","44","55",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-09-08",,,,,"0.00","0.0","0.0","87","40","50",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-09-09",,,,,"0.00","0.0","0.0","79","39","50",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-09-10",,,,,"0.00","0.0","0.0","87","41","52",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-09-11",,,,,"0.00","0.0","0.0","90","42","54",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-09-12",,,,,"0.00","0.0","0.0","92","41","52",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-09-13",,,,,"0.00","0.0","0.0","95","45","55",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-09-14",,,,,"0.00","0.0","0.0","91","42","53",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-09-15",,,,,"0.00","0.0","0.0","91","41","51",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-09-16",,,,,"0.00","0.0","0.0","93","42","52",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-09-17",,,,,"0.02","0.0","0.0","92","50","62",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-09-18",,,,,"0.00","0.0","0.0","78","39","49",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-09-19",,,,,"0.00","0.0","0.0","85","41","50",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-09-20",,,,,"0.00","0.0","0.0","90","45","55",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-09-21",,,,,"0.00","0.0","0.0","74","40","49",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-09-22",,,,,"0.00","0.0","0.0","85","42","52",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-09-23",,,,,"0.00","0.0","0.0","95","49","57",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-09-24",,,,,"0.00","0.0","0.0","99","47","55",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-09-25",,,,,"0.00","0.0","0.0","102","45","52",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-09-26",,,,,"0.00","0.0","0.0","94","40","47",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-09-27",,,,,"0.00","0.0","0.0","90","40","48",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-09-28",,,,,"0.00","0.0","0.0","90","38","49",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-09-29",,,,,"0.00","0.0","0.0","89","43","48",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-09-30",,,,,"0.00","0.0","0.0","85","41","47",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-01",,,,,"0.00","0.0","0.0","80","44","51",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-02",,,,,"0.00","0.0","0.0","85","38","45",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-03",,,,,"0.00","0.0","0.0","90","42","51",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-04",,,,,"0.00","0.0","0.0","93","44","50",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-05",,,,,"0.00","0.0","0.0","93","48","55",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-06",,,,,"0.00","0.0","0.0","86","46","50",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-07",,,,,"0.00","0.0","0.0","94","47","55",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-08",,,,,"0.01","0.0","0.0","78","43","47",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-09",,,,,"0.00","0.0","0.0","80","42","47",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-10",,,,,"0.00","0.0","0.0","77","42","46",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-11",,,,,"0.00","0.0","0.0","82","40","45",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-12",,,,,"0.00","0.0","0.0","86","40","45",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-13",,,,,"0.00","0.0","0.0","86","43","78",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-14",,,,,"0.00","0.0","0.0","80","43","52",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-15",,,,,"0.00","0.0","0.0","77","47","55",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-16",,,,,"0.00","0.0","0.0","69","34","40",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-17",,,,,"0.00","0.0","0.0","68","29","34",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-18",,,,,"0.00","0.0","0.0","75","31","38",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-19",,,,,"0.00","0.0","0.0","84","32","37",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-20",,,,,"0.00","0.0","0.0","81","31","35",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-21",,,,,"0.00","0.0","0.0","80","32","35",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-22",,,,,"0.00","0.0","0.0","78","32","35",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-23",,,,,"0.00","0.0","0.0","78","32","34",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-24",,,,,"0.00","0.0","0.0","77","31","35",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-25",,,,,"0.00","0.0","0.0","73","34","39",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-26",,,,,"0.02","0.0","0.0","66","38","49",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-27",,,,,"0.04","0.0","0.0","73","45","48",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-28",,,,,"0.36","0.0","0.0","55","47","50",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-29",,,,,"0.48","0.0","0.0","58","49","54",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-30",,,,,"0.02","0.0","0.0","63","50","53",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-10-31",,,,,"0.00","0.0","0.0","65","48","50",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-11-01",,,,,"0.02","0.0","0.0","59","48","51",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-11-02",,,,,"0.44","0.0","0.0","60","46","48",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-11-03",,,,,"0.00","0.0","0.0","60","41","45",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-11-04",,,,,"0.00","0.0","0.0","59","41","46",,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1964-11-05",,,,,"0.43","0.0","0.0","60","40","42",,,,,,,,
